network_combination,20140422,20140423,20140424,20140425,20140426,20140427,20140428,20140429,20140430,20140502,20140503,20140504,combined,sample
1:4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.000159,1.0
1:3,0.0,0.868043,0.027617,0.010491,0.0,0.0,0.025021,0.146164,1.0,0.0,0.0,0.0,0.73868,0.0
4:5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
4,5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3,4,0.0,0.295417,0.883501,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
3,5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1,4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.000159,1.0
1,5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1,2,0.157115,0.05631,0.133246,0.382216,1.0,0.153871,0.107662,0.0,0.546543,0.019975,0.045898,0.031717,0.34543
1,3,0.0,0.868043,0.027617,0.010491,0.0,0.0,0.025021,0.146164,1.0,0.0,0.0,0.0,0.73868,0.0
1:5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2:5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2:4,0.039794,0.158847,0.228633,0.210888,0.202605,0.286072,0.796534,0.541191,0.259248,0.049031,0.0,0.163185,1.0
2:3,0.0,0.75501,1.0,0.034386,0.0,0.0,0.011218,0.023883,0.036909,0.0,0.0,0.0,0.629185
3:4,0.0,0.295417,0.883501,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
2,5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2,4,0.039794,0.158847,0.228633,0.210888,0.202605,0.286072,0.796534,0.541191,0.259248,0.049031,0.0,0.163185,1.0
1:2,0.157115,0.05631,0.133246,0.382216,1.0,0.153871,0.107662,0.0,0.546543,0.019975,0.045898,0.031717,0.34543
2,3,0.0,0.75501,1.0,0.034386,0.0,0.0,0.011218,0.023883,0.036909,0.0,0.0,0.0,0.629185
3:5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
